#
# Output factor table for 10MV (Kotka, TrueBeam SN:1219)
#
%VERSION 03
%DATE 01-05-2011
%BMTY PHO
%TYPE OutputFactorTable
%SourcePhantomDistance 950
%DetectorDepth 50
# Data
2,3,4,5,6,8,10,12,15,20,25,30,35,40
2,0.8307,0.8535,0.8626,0.8679,0.8721,0.8762,0.8792,0.8811,0.8826,0.8854,0.8870,0.8882,0.8891,0.8886
3,0.8564,0.8839,0.8966,0.9041,0.9094,0.9161,0.9195,0.9228,0.9254,0.9285,0.9319,0.9323,0.9330,0.9340
4,0.8667,0.8972,0.9125,0.9215,0.9278,0.9357,0.9402,0.9428,0.9455,0.9489,0.9510,0.9520,0.9526,0.9528
5,0.8724,0.9052,0.9227,0.9335,0.9408,0.9502,0.9555,0.9593,0.9624,0.9668,0.9691,0.9703,0.9709,0.9713
6,0.8768,0.9123,0.9310,0.9426,0.9510,0.9620,0.9679,0.9721,0.9762,0.9809,0.9837,0.9847,0.9856,0.9860
8,0.8841,0.9221,0.9422,0.9559,0.9662,0.9790,0.9870,0.9921,0.9974,1.0031,1.0069,1.0083,1.0098,1.0096
10,0.8886,0.9289,0.9502,0.9654,0.9764,0.9910,1.0000,1.0059,1.0120,1.0193,1.0232,1.0254,1.0271,1.0273
12,0.8918,0.9334,0.9557,0.9717,0.9835,0.9996,1.0094,1.0159,1.0228,1.0305,1.0352,1.0380,1.0401,1.0405
15,0.8952,0.9382,0.9597,0.9766,0.9894,1.0069,1.0183,1.0260,1.0334,1.0433,1.0490,1.0523,1.0543,1.0549
20,0.8988,0.9434,0.9650,0.9827,0.9965,1.0153,1.0279,1.0364,1.0452,1.0566,1.0639,1.0675,1.0700,1.0706
25,0.9008,0.9463,0.9677,0.9860,1.0000,1.0197,1.0332,1.0421,1.0519,1.0647,1.0726,1.0773,1.0801,1.0810
30,0.9033,0.9494,0.9701,0.9886,1.0035,1.0238,1.0374,1.0474,1.0578,1.0718,1.0806,1.0852,1.0883,1.0893
35,0.9042,0.9509,0.9715,0.9910,1.0055,1.0264,1.0409,1.0513,1.0620,1.0765,1.0854,1.0905,1.0938,1.0946
40,0.9061,0.9520,0.9729,0.9919,1.0067,1.0277,1.0417,1.0519,1.0629,1.0775,1.0865,1.0917,1.0946,1.0956









































